cluster,cid,category_name,press_release_id,release_date,company_name,title,snippet,_silhouette,cat_sim,cat_margin,decision
21,share_buyback,Share buyback,198c0ea0f43503af,2025-08-19,Sweden BuyersClub AB,Delårsrapport april-juni 2025: Omsättningen ökar med 26 % och EBITDA-resultatet förbättras,"Delårsrapport april-juni 2025: Omsättningen ökar med 26 % och EBITDA-resultatet förbättras Publicerad: 2025-08-19 08:00:00 CEST Sweden BuyersClub AB - Halvårsrapport Delårsrapport april-juni 2025: Omsättningen ökar med 26 % och EBITDA-resultatet förbättras Sweden Buyersclub AB fortsatte att växa under andra kvartalet 2025, trots ett utmanande läge på den svenska e-handelsmarknaden. Omsättningen ökade med 26 % och EBITDA förbättrades tydligt jämfört med samma period föregående år, drivet av ett starkt kunderbjudande och effektivare processer i verksamheten. Perioden april – juni 2025 • Medlemsi",-0.1499,0.8005,0.0083,needs_review_margin
21,legal_regulatory_compliance,Legal / Regulatory / Compliance,198cb1b111060616,2025-08-21,Dlaboratory Sweden AB,Dlaboratory Sweden AB (publ) publicerar delårsrapport april - juni 2025,"Dlaboratory Sweden AB (publ) publicerar delårsrapport april - juni 2025 Publicerad: 2025-08-21 07:30:00 CEST Dlaboratory Sweden AB - Halvårsrapport Dlaboratory Sweden AB (publ) publicerar delårsrapport april - juni 2025 Dlaboratory Sweden AB (publ) offentliggör idag, den 21 augusti 2025, delårsrapport för perioden 1 april till 30 juni, samt det första halvåret 2025. Den fullständiga rapporten, som bifogas i pressmeddelandet, kan även laddas ner från Bolagets hemsida: ""Vi summerar ett kvartal med tydliga framsteg inom såväl försäljning som innovation och kundrelationer. Affären med E.ON, etable",-0.1497,0.7930,0.0024,needs_review_margin
21,equity_actions_non_buyback,Equity actions (non-buyback),198c0ea186001ec8,2025-08-19,Scibase Holding AB,Delårsrapport,"Delårsrapport Publicerad: 2025-08-19 08:00:00 CEST Scibase Holding AB - Kvartalsrapport (Q1 och Q3) Delårsrapport 1 januari – 30 juni 2025 April-juni i siffror Nettoomsättningen uppgick till 8 791 (6 641) tkr, +32%, rensat för valutaeffekter +40%. Resultat efter skatt uppgick till -26 589 (-15 050) tkr. Resultat per aktie uppgick till -0,08 (-0,08) kr. Kassaflödet från den löpande verksamheten uppgick till -20 466 (-15 179) tkr. Bruttomarginalen uppgick till 66,2 (69,1)%. Den totala elektrodförsäljningen i volym ökade med 30% och nådde 18 398 (14 016) stycken. Försäljningen i volym till återko",-0.1487,0.7897,0.0005,needs_review_margin
21,equity_actions_non_buyback,Equity actions (non-buyback),198bd7f6e1bce6e1,2025-08-18,Midsummer AB,Midsummer AB byter Certified Adviser till Tapper Partners AB,"Midsummer AB byter Certified Adviser till Tapper Partners AB Publicerad: 2025-08-18 16:05:00 CEST Midsummer AB - Övrig information som ska offentliggöras enligt börsens regelverk Midsummer AB byter Certified Adviser till Tapper Partners AB Midsummer AB meddelar idag att bolaget byter Certified Adviser till Tapper Partners AB. Midsummer AB har ingått avtal med Tapper Partners AB avseende tjänsten som Certified Adviser. Tapper Partners AB tillträder som Certified Adviser den 20 augusti, 2025. Fram till dess kommer DNB Carnegie Investment Bank AB att fortsatt agera Certified Adviser åt bolaget. L",-0.1446,0.7624,0.0047,needs_review_margin
22,incidents_controversies,Incidents / Controversies,197ca5e2ef2ed55e,2025-07-02,Finnair,Finnair cancels approximately 80 flights on July 4 due to industrial action – Customers are being contacted directly,"[*] Finnair cancels approximately 80 flights on July 4 due to industrial action – Customers are being contacted directly The Finnish Aviation Union (IAU) has announced industrial action on Friday, July 4, at Helsinki Airport. If the planned actions are implemented, they will impact all essential ground services related to Finnair flights. Due to the planned industrial action, Finnair will have to cancel approximately 80 flights on Friday, July 4. These cancellations will affect the travel plans of roughly 8000 customers. Customers with bookings on July 4 will receive information from Finnair i",0.6458,0.7892,0.0036,needs_review_margin
22,incidents_controversies,Incidents / Controversies,197c0113b12e5b5d,2025-06-30,Finnair,Finnair cancels approximately 100 flights on July 2 due to industrial action - Customers are being contacted directly,"[*] Finnair cancels approximately 100 flights on July 2 due to industrial action - Customers are being contacted directly The Finnish Aviation Union (IAU) has announced industrial action on Wednesday, July 2, at Helsinki-Vantaa Airport. If the planned actions are implemented, they will impact all essential ground services related to Finnair flights. Due to the planned industrial action, Finnair will have to cancel approximately 100 flights on Wednesday, July 2. These cancellations will affect the travel plans of roughly 7,000 customers. Customers with bookings on July 2 will receive informatio",0.6352,0.7932,0.0035,needs_review_margin
22,incidents_controversies,Incidents / Controversies,197d96cb6fac4514,2025-07-05,Finnair,Finnair cancels approximately 100 flights on July 7 due to industrial action – Customers are being contacted directly,"[*] Finnair cancels approximately 100 flights on July 7 due to industrial action – Customers are being contacted directly The Finnish Aviation Union (IAU) has announced industrial action on Monday, July 7, at Helsinki Airport. If the planned actions are implemented, they will impact all essential ground services related to Finnair flights. Due to the planned industrial action, Finnair will have to cancel approximately 100 flights on Monday, July 7. These cancellations will affect the travel plans of roughly 7,200 customers. Customers with bookings on July 7 will receive information from Finnai",0.6182,0.7898,0.0004,needs_review_margin
22,labor_workforce,Labor / Workforce,197a75fc4d33478d,2025-06-25,Finnair,"Industrial action on July 2, 4 and 7 will cause significant disruptions to Finnair flights – customers can change travel dates","[*] Industrial action on July 2, 4 and 7 will cause significant disruptions to Finnair flights – customers can change travel dates The Finnish Aviation Union (IAU) has announced industrial action on July 2, 4, and 7, which will cause large-scale disruptions to operations at Helsinki Airport. According to IAU, the four-hour strikes will affect different work shifts. As Finnair is the largest airline operating at Helsinki Airport, the industrial action will impact all essential ground services related to Finnair flights throughout those days. Finnair expects the effects of the industrial action ",0.6330,0.7889,0.0015,needs_review_margin
22,incidents_controversies,Incidents / Controversies,1977dc3719601308,2025-06-17,Finnair,Finnair to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June,"[*] Finnair to cancel approximately 128 flights due to industrial action at Helsinki Airport on 19 June The Finnish Aviation Union IAU has announced industrial action at Finnair’s home hub, Helsinki Airport, causing extensive disruptions to traffic on Thursday, 19 June. The four-hour industrial actions target different work shifts and thus affect many functions essential also to Finnair's flights throughout the day, such as ground handling operations and catering services. As industrial action will cause significant disruptions to the operation of flights, Finnair will have to cancel approxima",0.5993,0.7985,0.0066,needs_review_margin
22,labor_workforce,Labor / Workforce,1980353d7ed10746,2025-07-13,Finnair,Palta and IAU reached negotiation result – announced strikes called off,"[*] Palta and IAU reached negotiation result – announced strikes called off The Service Sector Employers Palta and the Finnish Aviation Union (IAU) have today, July 13, 2025, approved the settlement proposal presented late last night by the National Conciliator. The proposal forms the basis for a new collective agreement for aviation services. The new agreement will be in effect for approximately 1.5 years, ending on January 15, 2027. The proposed wage solution aligns with the general labor market framework. As a result of the agreement, the planned strikes announced by IAU for July 16, 18, 21",0.5516,0.7700,0.0095,needs_review_margin
22,earnings_report,Earnings report,197edfcd7b3b7172,2025-07-09,Finnair,Finnair to publish its half-year report for January–June 2025 on 16 July 2025,"[*] Finnair to publish its half-year report for January–June 2025 on 16 July 2025 Finnair Plc Press release 9 July 2025 at 10:00 a.m. EEST Finnair’s half-year report for January–June 2025 will be published on 16 July 2025 at 9:00 a.m. Finnish time. Finnair will hold a results press conference (in Finnish) on 16 July 2025 at 11:00 a.m. Finnish time at its office at Tietotie 9 in Vantaa, Finland. It is also possible to participate in the press conference via a live webcast at An English-language telephone conference and webcast will begin on 16 July 2025 at 1:00 p.m. Finnish time. To access the ",0.4806,0.7757,0.0070,needs_review_margin
22,incidents_controversies,Incidents / Controversies,19811d258757ba6a,2025-07-16,Finnair,Finnair Group Half-year Report 1 January – 30 June 2025,"[*] Finnair Group Half-year Report 1 January – 30 June 2025 Finnair Plc Stock Exchange Release 16 July 2025 at 9:00 a.m. EEST Industrial action had a considerable impact on Q2 result, but 94% of flights were operated as planned despite industrial action April–June 2025 * Revenue increased by 2.8% to 787.7 million euros (766.1). * Comparable operating result was 10.3 million euros (43.6). Industrial action had a direct negative impact of around 29 million euros on the comparable operating result. * Operating result was 19.2 million euros (42.5). * Earnings per share were 0.06 euros (0.09). * Ne",0.1902,0.8143,0.0021,needs_review_margin
22,product_launch_partnership,Product / Launch / Partnership,19782b2aedc4393e,2025-06-18,Finnair,70 years of Finnair flights to Ivalo – Celebrating our history of extensive connections to Lapland,"[*] 70 years of Finnair flights to Ivalo – Celebrating our history of extensive connections to Lapland Finnair celebrates a significant milestone this week: 70 years since the launch of its first flight to Ivalo, the airline’s northernmost destination in Finland. The inaugural service took place on 18 June 1955, marking the beginning of a long-standing commitment to connecting travellers with the unique nature and culture of Finnish Lapland. At that time, the route was operated via Oulu, Kemi, and Rovaniemi with a DC-3 aircraft. Located in the heart of Northern Lapland, Ivalo serves as a gatew",0.4354,0.7567,0.0028,needs_review_margin
22,equity_actions_non_buyback,Equity actions (non-buyback),197d0c0031af67b1,2025-07-03,Finnair,Composition of Finnair's Shareholders' Nomination Board,"[*] Composition of Finnair's Shareholders' Nomination Board Finnair Plc Stock Exchange Release 3 July 2025 at 5:45 p.m. EEST The following persons have been appointed to Finnair's Shareholders' Nomination Board: Maija Strandberg, Director General, Prime minister’s office, ownership steering department; Timo Sallinen, Director, Head of Listed Securities, Varma Mutual Pension Insurance Company; and Jukka Vähäpesola, Head of Equities, Elo Mutual Pension Insurance Company. According to the resolution by Finnair’s 2023 Annual General Meeting, the Shareholders' Nomination Board is a permanent body i",0.4092,0.7746,0.0020,needs_review_margin
22,share_buyback,Share buyback,1984ff0ab484fb48,2025-07-28,Finnair,Finnair's Board of Directors decided on a new period for the Performance Share Plan and the establishment of a new Restricted Share Plan,"[*] Finnair's Board of Directors decided on a new period for the Performance Share Plan and the establishment of a new Restricted Share Plan Finnair Plc Stock Exchange Release 28 July 2025 at 10:30 a.m. EEST Performance Share Plan The Board of Directors of Finnair has approved that a new performance period for years 2025–2027 starts within the company’s Performance Share Plan. The Performance Share Plan consists of annually commencing individual performance share plans, each with a three-year performance period. The plan participants can earn Finnair shares as a long-term incentive reward if t",0.2538,0.8066,0.0075,needs_review_margin
22,guidance_outlook,Guidance / Outlook,198ea545b8811245,2025-08-27,Finnair,"Finnair introduces new destinations for summer 2026: Catania, Florence and Valencia; scheduled flights also to Kos","[*] Finnair introduces new destinations for summer 2026: Catania, Florence and Valencia; scheduled flights also to Kos Finnair strengthens its Southern European network and starts scheduled flights to Catania, Florence, Valencia and the Greek island Kos in summer 2026*. Catania, Florence and Valencia are new destinations, while Kos has been previously operated as a charter flight. ""Italy, Spain, and Greece are particularly popular with our Finnish and Northern European customers during the summer months. The new destinations complement our Southern European network, offering both beach holiday",0.3237,0.7772,0.0021,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198acc4ad92104ba,2025-08-15,Nasdaq Company News,Change of Certified Adviser for OptiCept Technologies AB,"Change of Certified Adviser for OptiCept Technologies AB Published: 2025-08-15 10:07:05 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for OptiCept Technologies AB Effective August 14, OptiCept Technologies AB has changed its Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, DNB Carnegie Investment Bank AB (publ). For further information, please call DNB Carnegie Investment Bank AB (publ) on +46 (0)8-588 68 570. This email message was delivered to Cancel this subscription This news rele",0.6143,0.7825,0.0030,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198a8cc2018f65aa,2025-08-14,Nasdaq Company News,Change of Certified Adviser for Freja eID Group AB,"Change of Certified Adviser for Freja eID Group AB Published: 2025-08-14 15:36:45 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for Freja eID Group AB As from August 15, 2025, Freja eID Group AB will change Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, DNB Carnegie Investment Bank AB (publ). For further information, please call DNB Carnegie Investment Bank AB (publ) on +46 (0)8-588 68 570. This email message was delivered to Cancel this subscription This news release was distribute",0.6035,0.7840,0.0016,needs_review_margin
23,admission_listing,Admission / Listing,198c1e9a8cf81442,2025-08-19,Nasdaq Company News,Change of Certified Adviser for Promimic AB,"Change of Certified Adviser for Promimic AB Published: 2025-08-19 12:39:31 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for Promimic AB As from August 20, 2025, Promimic AB will change Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, DNB Carnegie Investment Bank AB (publ). For further information, please call DNB Carnegie Investment Bank AB (publ) on +46 (0)8-588 68 570 . This email message was delivered to Cancel this subscription This news release was distributed by Company News Sy",0.6061,0.7881,0.0040,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198c2ae19ea9bf3b,2025-08-19,Nasdaq Company News,Change of Certified Adviser for Midsummer AB,"Change of Certified Adviser for Midsummer AB Published: 2025-08-19 16:14:05 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for Midsummer AB As from August 20, 2025, Midsummer AB will change Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, DNB Carnegie Investment Bank AB (publ). For further information, please call DNB Carnegie Investment Bank AB (publ) on +46 (0)8-588 68 570 . This email message was delivered to Cancel this subscription This news release was distributed by Company News",0.5743,0.7842,0.0029,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198a88444adbd67b,2025-08-14,Nasdaq Company News,Change of Certified Adviser for Xintela AB,"Change of Certified Adviser for Xintela AB Published: 2025-08-14 14:18:15 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for Xintela AB As from August 15, 2025, Xintela AB will change Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, DNB Carnegie Investment Bank AB (publ). For further information, please call DNB Carnegie Investment Bank AB (publ) on +46 (0)8-588 68 570. This email message was delivered to Cancel this subscription This news release was distributed by Company News System",0.5841,0.7855,0.0006,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198a8a4fe33f174d,2025-08-14,Nasdaq Company News,Change of Certified Adviser for Ellen AB,"Change of Certified Adviser for Ellen AB Published: 2025-08-14 14:54:00 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for Ellen AB As from August 15, 2025, Ellen AB will change Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, DNB Carnegie Investment Bank AB (publ). For further information, please call DNB Carnegie Investment Bank AB (publ) on +46 (0)8-588 68 570. This email message was delivered to Cancel this subscription This news release was distributed by Company News System, nasd",0.5871,0.7851,0.0005,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198a8874930809ea,2025-08-14,Nasdaq Company News,Change of Certified Adviser for Iconovo AB,"Change of Certified Adviser for Iconovo AB Published: 2025-08-14 14:21:33 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for Iconovo AB As from August 15, 2025, Iconovo AB will change Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, DNB Carnegie Investment Bank AB (publ). For further information, please call DNB Carnegie Investment Bank AB (publ) on +46 (0)8-588 68 570. This email message was delivered to Cancel this subscription This news release was distributed by Company News System",0.5349,0.7851,0.0106,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198ac950262096d4,2025-08-15,OptiCept Technologies AB,OptiCept Technologies AB changes Certified Adviser to Tapper Partners AB,"OptiCept Technologies AB changes Certified Adviser to Tapper Partners AB Published: 2025-08-15 09:15:00 CEST OptiCept Technologies AB - Investor News OptiCept Technologies AB changes Certified Adviser to Tapper Partners AB OptiCept Technologies AB announces today that the company is changing its Certified Adviser to Tapper Partners AB. OptiCept Technologies AB has entered into an agreement with Tapper Partners AB regarding the role of Certified Adviser. Tapper Partners AB will assume the role of Certified Adviser on August 14, 2025. Until then, DNB Carnegie Investment Bank AB will continue to ",0.5223,0.7742,0.0080,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198a88010b67c8dd,2025-08-14,Nasdaq Company News,Change of Certified Adviser for Gaming Corps AB (publ),"Change of Certified Adviser for Gaming Corps AB (publ) Published: 2025-08-14 14:13:40 CEST Nasdaq Stockholm AB - First North Growth Market - Equities Change of Certified Adviser for Gaming Corps AB (publ) As from August 15 2025, Gaming Corps AB (publ) will change Certified Adviser to Tapper Partners AB. This information is distributed at the request of the Certified Adviser, Eminova Fondkommission AB. For further information, please call Eminova Fondkommission AB on 08 684 211 10. This email message was delivered to Cancel this subscription This news release was distributed by Company News Sys",0.4363,0.7918,0.0045,needs_review_margin
23,equity_actions_non_buyback,Equity actions (non-buyback),198a8b847543bc8c,2025-08-14,Freja eID Group AB,Freja eID Group AB (publ) byter Certified Adviser till Tapper Partners AB,"Freja eID Group AB (publ) byter Certified Adviser till Tapper Partners AB Publicerad: 2025-08-14 15:15:00 CEST Freja eID Group AB - Pressmeddelande Freja eID Group AB (publ) byter Certified Adviser till Tapper Partners AB Freja eID Group AB (publ) meddelar idag att bolaget bytt Certified Adviser till Tapper Partners AB. Freja eID Group AB har ingått avtal med Tapper Partners AB avseende tjänsten som Certified Adviser. Tapper Partners AB tillträder som Certified Adviser den 15 augusti, 2025. Fram till dess kommer DNB Carnegie Investment Bank AB att fortsatt agera Certified Adviser åt bolaget. F",0.2984,0.7521,0.0033,needs_review_margin
24,product_launch_partnership,Product / Launch / Partnership,198ada24115f4ef4,2025-08-15,Dataproces Group A/S,2 municipalities have bought Dataproces' new software platform - Kommuneprofilen,2 municipalities have bought Dataproces' new software platform - Kommuneprofilen Published: 2025-08-15 14:09:03 CEST Dataproces Group A/S - Investor News 2 municipalities have bought Dataproces' new software platform - Kommuneprofilen 15.8.2025 14:09:03 CEST | Dataproces Group A/S | Investor News Investor news no. 31/2025: Dataproces has of August 15th entered into an agreement with a municipality in Jutland for our new software platform - Kommuneprofilen The agreement has been signed with a municipality in Jutland regarding our software platform - Kommuneprofilen. This is the 2nd municipality,0.7185,0.7975,0.0018,needs_review_margin
24,orders_contracts,Orders / Contracts,198c23e4403d612a,2025-08-19,Dataproces Group A/S,Top 10 municipality expands with MARC Helbredstillæg,Top 10 municipality expands with MARC Helbredstillæg Published: 2025-08-19 14:11:52 CEST Dataproces Group A/S - Investor News Top 10 municipality expands with MARC Helbredstillæg 19.8.2025 14:11:52 CEST | Dataproces Group A/S | Investor News Investor news no. 32/2025: Dataproces has on August 19h entered into an agreement on our SaaS solution MARC Helbredstillæg The agreement on MARC Helbredstillæg has been entered into with a Top 10 municipality in Denmark. MARC Helbredstillæg automates and supports the work involved in processing the health allowance. The solution automates the majority of i,0.6812,0.8032,0.0050,needs_review_margin
24,orders_contracts,Orders / Contracts,198d102213096939,2025-08-22,Dataproces Group A/S,Top-10 Municipality in Jutland has bought Dataproces' Data-analysis,Top-10 Municipality in Jutland has bought Dataproces' Data-analysis Published: 2025-08-22 11:00:29 CEST Dataproces Group A/S - Investor News Top-10 Municipality in Jutland has bought Dataproces' Data-analysis 22.8.2025 11:00:29 CEST | Dataproces Group A/S | Investor News Investor news no. 33/2025: Dataproces has 22nd og August entered into agreement on Data-analysis. The contract has been signed with a top-ten municipality in Jutland for collaboration on Data Analysis. Dataproces' Data analyses ensure the municipalities correct and rightful income and validate the municipality's financial data,0.6834,0.8033,0.0094,needs_review_margin
24,legal_regulatory_compliance,Legal / Regulatory / Compliance,198e68d752a15e8a,2025-08-26,Dataproces Group A/S,German municipality buys software solution,"German municipality buys software solution Published: 2025-08-26 15:24:41 CEST Dataproces Group A/S - Investor News German municipality buys software solution 26.8.2025 15:24:41 CEST | Dataproces Group A/S | Investor News Investor news no. 34/2025: Municipality in northern Germany becomes seventh on Boelplan solution In investor news no. 13 from April 2nd 2025, we announced that Dataproces Group A/S had acquired Boelplan A/S. In addition to a number of Danish municipalities, the acquisition also resulted in Dataproces taking over the existing agreements with six German municipalities on Boelpl",0.6756,0.7929,0.0018,needs_review_margin
24,agm_egm_governance,AGM/EGM & governance,198a91ada5d6ab3f,2025-08-14,Dataproces Group A/S,Proceedings of annual general assembly in Dataproces Group A/S,"Proceedings of annual general assembly in Dataproces Group A/S Published: 2025-08-14 17:02:43 CEST Dataproces Group A/S - Decisions of general meeting Proceedings of annual general assembly in Dataproces Group A/S 14.8.2025 17:02:43 CEST | Dataproces Group A/S | Decisions of general meeting Company announcement no. 14/2025: Dataproces Group A/S held the annual general assembly on the 14th of August 2025. Thursday the 14 th of August 2025 at 4pm, Dataproces Group A/S held the annual general assembly where the following was decided in accordance with the items on the agenda: The general assembly",0.5075,0.8090,0.0027,needs_review_margin
24,incidents_controversies,Incidents / Controversies,198d0636f369e258,2025-08-22,Dataproces Group A/S,Dataproces appoints new CFO,"Dataproces appoints new CFO Published: 2025-08-22 08:07:09 CEST Dataproces Group A/S - Company Announcement Dataproces appoints new CFO 22.8.2025 08:07:09 CEST | Dataproces Group A/S | Company Announcement Company announcement no. 15/2025: Anita Dybkær becomes new CFO in Dataproces With effect from 1 October 2025, Dataproces has appointed Anita Dybkær as the new CFO. Anita comes with experience as Finance Manager at Alfa Laval Aalborg A/S and Group CFO at PWT Group A/S. She has, among other things, a Graduate Diploma in Accounting and an Academy Education in Management. ""Among several good can",0.5641,0.7910,0.0036,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,19782f2f7f13cf75,2025-06-18,Billerud AB,Confirm your subscription,"[*] Thank you for subscribing to Billerud ABs services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0316,0.8125,0.0021,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,198a7e3410acec60,2025-08-14,Nordnet,Confirm your subscription,"[*] Thank you for subscribing to Nordnet AB services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0902,0.8049,0.0023,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,198a3bf8e94197e4,2025-08-13,Konecranes Oyj,Confirm your subscription,"[*] Thank you for subscribing to Konecranes’ releases To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0100,0.8175,0.0076,needs_review_margin
25,admission_delisting,Delisting / Trading halt,1977cf4e96e1b0e6,2025-06-17,Atlas Copco,Confirm your subscription,"[*] Thank you for subscribing to Atlas Copco´s services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0574,0.8088,0.0001,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,198a8090a7d5b6f4,2025-08-14,Qt Group,Confirm your subscription,"Thank you for subscribing to Qt Groups services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link:",0.1323,0.8096,0.0005,needs_review_margin
25,dividend,Dividend,198a7cd3e33518aa,2025-08-14,Mandatum Oyj,Confirm your subscription,"[*] Thank you for subscribing to Mandatum services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0752,0.8109,0.0015,needs_review_margin
25,admission_delisting,Delisting / Trading halt,198a7b2ad809296e,2025-08-14,Investment AB Latour,Confirm your subscription,"[*] Thank you for subscribing to Investment AB Latour services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",-0.0081,0.8147,0.0025,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,198a3b74d17b836a,2025-08-13,Kemira Oyj,Confirm your subscription,"[*] Thank you for subscribing to Kemira Oyj services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0481,0.8066,0.0046,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,198a7c20b3406fa7,2025-08-14,Loomis AB,Confirm your subscription,"Thank you for subscribing to Loomis AB services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link:",0.1184,0.8096,0.0067,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,19782f3e463df0a2,2025-06-18,BioArctic,Confirm your subscription,"Thank you for subscribing to BioArctics services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link:",0.1477,0.8081,0.0050,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,198a7d3726d9b142,2025-08-14,Munters Group AB,Confirm your subscription,"Thank you for subscribing to Munters services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link:",0.1303,0.8094,0.0029,needs_review_margin
25,admission_listing,Admission / Listing,198a3603f48c9e39,2025-08-13,H. Lundbeck A/S,Confirm your subscription,"[*] Thank you for subscribing to H. Lundbeck A/S services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",-0.0170,0.8044,0.0009,needs_review_margin
25,admission_delisting,Delisting / Trading halt,1977c7caa785af47,2025-06-17,Alleima,Confirm your subscription,"[*] Thank you for subscribing to Alleima services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0447,0.8127,0.0049,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,198a7d804b63aa31,2025-08-14,Neste,Confirm your subscription,"[*] To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address Read more:",0.1176,0.8128,0.0010,needs_review_margin
25,legal_regulatory_compliance,Legal / Regulatory / Compliance,1977a3a9ebf8025e,2025-06-16,AFRY,Confirm your subscription,"[*] Thank you for subscribing to AFRY’s services! To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address",0.0906,0.8135,0.0005,needs_review_margin
25,admission_delisting,Delisting / Trading halt,1977c74b79972c4d,2025-06-17,Alvotech,Please confirm your email alert subscriptions for Alvotech Investor Relations,"Thank you for registering. You have registered to receive email alerts from Alvotech Investor Relations . Please confirm your registration below. If you did not intend to register for these alerts, simply discard this email. This link will expire in 7 days. Confirm your registration → Notified, 11 Farnsworth Street, Boston, MA 02210 | 800/990-6397",-0.1437,0.8081,0.0044,needs_review_margin
25,admission_delisting,Delisting / Trading halt,1977cf906716c50a,2025-06-17,Autoliv,Welcome,"[*] Welcome Autoliv subscriber! You will now receive information from Autoliv at the email address you have registered. If you wish to deactivate your subscription, please use the link below (if you cannot click the link, you can also copy and paste it into a web browser).",-0.1055,0.8170,0.0092,needs_review_margin
25,admission_delisting,Delisting / Trading halt,19784d387a5d6a78,2025-06-18,Corem Property Group,Välkommen som prenumerant,"[*] Välkommen som prenumerant hos Corem Property Group! Från och med nu kommer du att få information från Corem Property Group till denna e-postadress. För att hantera din prenumerationen, var vänlig klicka på länken nedan (om du inte kan klicka på länken, kopiera länken och klistra in den i webläsaren) Avsluta prenumeration",-0.0767,0.8002,0.0034,needs_review_margin
25,dividend,Dividend,1977cf60a0564e4b,2025-06-17,Atrium Ljungberg AB,Välkommen,"Välkommen som prenumerant hos Atrium Ljungberg AB! Från och med nu kommer du att få information från Atrium Ljungberg AB till denna e-postadress. För att avsluta prenumerationen, var vänlig klicka på länken nedan (om du inte kan klicka på länken, kopiera länken och klistra in den i webläsaren).",-0.0594,0.7780,0.0010,needs_review_margin
25,sustainability_esg,Sustainability / ESG,19788767c8236076,2025-06-19,Elisa Oyj,Confirm your subscription,"[*] Thank you for subscribing To activate the subscription, we request that you confirm your e-mail address. Do this by clicking on this link: Confirm email address Elisa’s mission is a sustainable future through digitalisation. We are a pioneer in telecommunications and digital services, and in 5G. We provide sustainable solutions for over 2.8 million consumer, corporate and public administration customers in our core markets of Finland and Estonia, as well as in over 100 countries internationally. elisa.com",-0.0529,0.8018,0.0135,needs_review_margin
